timestamp_ms,session_id,species,stress_state,voltage_mv,species_label,stress_label
0,mimosa_healthy_run5,mimosa,healthy,0.36165285,0,0
116,mimosa_healthy_run5,mimosa,healthy,0.35612068,0,0
232,mimosa_healthy_run5,mimosa,healthy,0.44452837,0,0
348,mimosa_healthy_run5,mimosa,healthy,-0.03005721,0,0
465,mimosa_healthy_run5,mimosa,healthy,0.37642357,0,0
581,mimosa_healthy_run5,mimosa,healthy,0.75883067,0,0
697,mimosa_healthy_run5,mimosa,healthy,0.24548015,0,0
813,mimosa_healthy_run5,mimosa,healthy,1.0389177,0,0
930,mimosa_healthy_run5,mimosa,healthy,0.11577665,0,0
1046,mimosa_healthy_run5,mimosa,healthy,0.20806703,0,0
1162,mimosa_healthy_run5,mimosa,healthy,0.28529686,0,0
1279,mimosa_healthy_run5,mimosa,healthy,0.664057,0,0
1395,mimosa_healthy_run5,mimosa,healthy,0.3871548,0,0
1511,mimosa_healthy_run5,mimosa,healthy,0.12369902,0,0
1627,mimosa_healthy_run5,mimosa,healthy,0.6510357,0,0
1744,mimosa_healthy_run5,mimosa,healthy,0.56977636,0,0
1860,mimosa_healthy_run5,mimosa,healthy,0.260981,0,0
1976,mimosa_healthy_run5,mimosa,healthy,1.0104505,0,0
2093,mimosa_healthy_run5,mimosa,healthy,0.7108819,0,0
2209,mimosa_healthy_run5,mimosa,healthy,0.66360056,0,0
2325,mimosa_healthy_run5,mimosa,healthy,0.3125716,0,0
2441,mimosa_healthy_run5,mimosa,healthy,0.1839437,0,0
2558,mimosa_healthy_run5,mimosa,healthy,0.92515314,0,0
2674,mimosa_healthy_run5,mimosa,healthy,0.22574529,0,0
2790,mimosa_healthy_run5,mimosa,healthy,0.6501749,0,0
2906,mimosa_healthy_run5,mimosa,healthy,0.77171195,0,0
3023,mimosa_healthy_run5,mimosa,healthy,0.071875684,0,0
3139,mimosa_healthy_run5,mimosa,healthy,0.4303778,0,0
3255,mimosa_healthy_run5,mimosa,healthy,0.20164129,0,0
3372,mimosa_healthy_run5,mimosa,healthy,0.6039735,0,0
3488,mimosa_healthy_run5,mimosa,healthy,0.24670497,0,0
3604,mimosa_healthy_run5,mimosa,healthy,0.22746703,0,0
3720,mimosa_healthy_run5,mimosa,healthy,0.09717292,0,0
3837,mimosa_healthy_run5,mimosa,healthy,0.47074646,0,0
3953,mimosa_healthy_run5,mimosa,healthy,-0.014026121,0,0
4069,mimosa_healthy_run5,mimosa,healthy,0.93899095,0,0
4186,mimosa_healthy_run5,mimosa,healthy,0.42945406,0,0
4302,mimosa_healthy_run5,mimosa,healthy,0.7379031,0,0
4418,mimosa_healthy_run5,mimosa,healthy,0.46718234,0,0
4534,mimosa_healthy_run5,mimosa,healthy,0.5836239,0,0
4651,mimosa_healthy_run5,mimosa,healthy,0.10136731,0,0
4767,mimosa_healthy_run5,mimosa,healthy,0.65173,0,0
4883,mimosa_healthy_run5,mimosa,healthy,0.1320037,0,0
5000,mimosa_healthy_run5,mimosa,healthy,0.89791596,0,0
5116,mimosa_healthy_run5,mimosa,healthy,0.33466837,0,0
5232,mimosa_healthy_run5,mimosa,healthy,0.6960257,0,0
5348,mimosa_healthy_run5,mimosa,healthy,0.119358815,0,0
5465,mimosa_healthy_run5,mimosa,healthy,0.7118958,0,0
5581,mimosa_healthy_run5,mimosa,healthy,-0.017434496,0,0
5697,mimosa_healthy_run5,mimosa,healthy,0.00741,0,0
5813,mimosa_healthy_run5,mimosa,healthy,0.79966414,0,0
5930,mimosa_healthy_run5,mimosa,healthy,0.77014625,0,0
6046,mimosa_healthy_run5,mimosa,healthy,0.35184416,0,0
6162,mimosa_healthy_run5,mimosa,healthy,0.37794274,0,0
6279,mimosa_healthy_run5,mimosa,healthy,0.4471849,0,0
6395,mimosa_healthy_run5,mimosa,healthy,0.5733401,0,0
6511,mimosa_healthy_run5,mimosa,healthy,0.7850752,0,0
6627,mimosa_healthy_run5,mimosa,healthy,0.38680992,0,0
6744,mimosa_healthy_run5,mimosa,healthy,0.020046378,0,0
6860,mimosa_healthy_run5,mimosa,healthy,0.46308735,0,0
6976,mimosa_healthy_run5,mimosa,healthy,0.26734996,0,0
7093,mimosa_healthy_run5,mimosa,healthy,0.87901735,0,0
7209,mimosa_healthy_run5,mimosa,healthy,0.37543258,0,0
7325,mimosa_healthy_run5,mimosa,healthy,0.84694093,0,0
7441,mimosa_healthy_run5,mimosa,healthy,0.4770288,0,0
7558,mimosa_healthy_run5,mimosa,healthy,0.29398826,0,0
7674,mimosa_healthy_run5,mimosa,healthy,0.84100324,0,0
7790,mimosa_healthy_run5,mimosa,healthy,0.2550557,0,0
7906,mimosa_healthy_run5,mimosa,healthy,0.4879718,0,0
