timestamp_ms,session_id,species,stress_state,voltage_mv,species_label,stress_label
0,aloe_wound_response_run6,aloe,wound_response,0.5578698,2,3
116,aloe_wound_response_run6,aloe,wound_response,0.39006656,2,3
232,aloe_wound_response_run6,aloe,wound_response,0.21599315,2,3
348,aloe_wound_response_run6,aloe,wound_response,0.3592959,2,3
465,aloe_wound_response_run6,aloe,wound_response,0.38128904,2,3
581,aloe_wound_response_run6,aloe,wound_response,0.56460804,2,3
697,aloe_wound_response_run6,aloe,wound_response,0.18770398,2,3
813,aloe_wound_response_run6,aloe,wound_response,0.42980197,2,3
930,aloe_wound_response_run6,aloe,wound_response,0.42117143,2,3
1046,aloe_wound_response_run6,aloe,wound_response,0.28227726,2,3
1162,aloe_wound_response_run6,aloe,wound_response,0.22249205,2,3
1279,aloe_wound_response_run6,aloe,wound_response,0.38828757,2,3
1395,aloe_wound_response_run6,aloe,wound_response,0.5157303,2,3
1511,aloe_wound_response_run6,aloe,wound_response,0.43647343,2,3
1627,aloe_wound_response_run6,aloe,wound_response,0.6107972,2,3
1744,aloe_wound_response_run6,aloe,wound_response,0.36635762,2,3
1860,aloe_wound_response_run6,aloe,wound_response,0.34140137,2,3
1976,aloe_wound_response_run6,aloe,wound_response,0.015660707,2,3
2093,aloe_wound_response_run6,aloe,wound_response,-0.12365722,2,3
2209,aloe_wound_response_run6,aloe,wound_response,-0.19609086,2,3
2325,aloe_wound_response_run6,aloe,wound_response,0.05629359,2,3
2441,aloe_wound_response_run6,aloe,wound_response,0.35686147,2,3
2558,aloe_wound_response_run6,aloe,wound_response,0.22469959,2,3
2674,aloe_wound_response_run6,aloe,wound_response,0.022700224,2,3
2790,aloe_wound_response_run6,aloe,wound_response,0.28069606,2,3
2906,aloe_wound_response_run6,aloe,wound_response,0.33438408,2,3
3023,aloe_wound_response_run6,aloe,wound_response,0.30898967,2,3
3139,aloe_wound_response_run6,aloe,wound_response,0.19295485,2,3
3255,aloe_wound_response_run6,aloe,wound_response,0.5234163,2,3
3372,aloe_wound_response_run6,aloe,wound_response,0.36192223,2,3
3488,aloe_wound_response_run6,aloe,wound_response,0.2505427,2,3
3604,aloe_wound_response_run6,aloe,wound_response,0.46783128,2,3
3720,aloe_wound_response_run6,aloe,wound_response,0.31082246,2,3
3837,aloe_wound_response_run6,aloe,wound_response,0.536178,2,3
3953,aloe_wound_response_run6,aloe,wound_response,0.4957351,2,3
4069,aloe_wound_response_run6,aloe,wound_response,-0.056629404,2,3
4186,aloe_wound_response_run6,aloe,wound_response,0.056321807,2,3
4302,aloe_wound_response_run6,aloe,wound_response,0.033897765,2,3
4418,aloe_wound_response_run6,aloe,wound_response,0.36846632,2,3
4534,aloe_wound_response_run6,aloe,wound_response,0.16072257,2,3
4651,aloe_wound_response_run6,aloe,wound_response,-0.0943911,2,3
4767,aloe_wound_response_run6,aloe,wound_response,0.14964165,2,3
4883,aloe_wound_response_run6,aloe,wound_response,0.3584419,2,3
5000,aloe_wound_response_run6,aloe,wound_response,0.4686976,2,3
5116,aloe_wound_response_run6,aloe,wound_response,0.17025143,2,3
5232,aloe_wound_response_run6,aloe,wound_response,0.2023331,2,3
5348,aloe_wound_response_run6,aloe,wound_response,0.26318684,2,3
5465,aloe_wound_response_run6,aloe,wound_response,0.20598811,2,3
5581,aloe_wound_response_run6,aloe,wound_response,0.32163522,2,3
5697,aloe_wound_response_run6,aloe,wound_response,0.52702045,2,3
5813,aloe_wound_response_run6,aloe,wound_response,0.19451651,2,3
5930,aloe_wound_response_run6,aloe,wound_response,0.23862313,2,3
6046,aloe_wound_response_run6,aloe,wound_response,0.105651505,2,3
6162,aloe_wound_response_run6,aloe,wound_response,0.203393,2,3
6279,aloe_wound_response_run6,aloe,wound_response,-0.013625296,2,3
6395,aloe_wound_response_run6,aloe,wound_response,0.22765812,2,3
6511,aloe_wound_response_run6,aloe,wound_response,0.358641,2,3
6627,aloe_wound_response_run6,aloe,wound_response,0.3768504,2,3
6744,aloe_wound_response_run6,aloe,wound_response,0.28922573,2,3
6860,aloe_wound_response_run6,aloe,wound_response,0.06522445,2,3
6976,aloe_wound_response_run6,aloe,wound_response,0.1517452,2,3
7093,aloe_wound_response_run6,aloe,wound_response,0.31049624,2,3
7209,aloe_wound_response_run6,aloe,wound_response,0.26509377,2,3
7325,aloe_wound_response_run6,aloe,wound_response,0.12982942,2,3
7441,aloe_wound_response_run6,aloe,wound_response,0.37032565,2,3
7558,aloe_wound_response_run6,aloe,wound_response,0.33753502,2,3
7674,aloe_wound_response_run6,aloe,wound_response,0.26413354,2,3
7790,aloe_wound_response_run6,aloe,wound_response,0.43052483,2,3
7906,aloe_wound_response_run6,aloe,wound_response,0.1481709,2,3
8023,aloe_wound_response_run6,aloe,wound_response,0.39298525,2,3
8139,aloe_wound_response_run6,aloe,wound_response,0.3700705,2,3
8255,aloe_wound_response_run6,aloe,wound_response,0.08512275,2,3
8372,aloe_wound_response_run6,aloe,wound_response,0.2516817,2,3
8488,aloe_wound_response_run6,aloe,wound_response,0.2204296,2,3
