timestamp_ms,session_id,species,stress_state,voltage_mv,species_label,stress_label
0,tomato_wound_response_run5,tomato,wound_response,0.85592586,1,3
116,tomato_wound_response_run5,tomato,wound_response,1.0038564,1,3
232,tomato_wound_response_run5,tomato,wound_response,0.32151696,1,3
348,tomato_wound_response_run5,tomato,wound_response,0.6971728,1,3
465,tomato_wound_response_run5,tomato,wound_response,0.3012556,1,3
581,tomato_wound_response_run5,tomato,wound_response,0.2271452,1,3
697,tomato_wound_response_run5,tomato,wound_response,0.81379145,1,3
813,tomato_wound_response_run5,tomato,wound_response,0.34336278,1,3
930,tomato_wound_response_run5,tomato,wound_response,0.15634978,1,3
1046,tomato_wound_response_run5,tomato,wound_response,0.5511777,1,3
1162,tomato_wound_response_run5,tomato,wound_response,-0.028263276,1,3
1279,tomato_wound_response_run5,tomato,wound_response,0.34951568,1,3
1395,tomato_wound_response_run5,tomato,wound_response,0.2869993,1,3
1511,tomato_wound_response_run5,tomato,wound_response,0.3235414,1,3
1627,tomato_wound_response_run5,tomato,wound_response,0.52765685,1,3
1744,tomato_wound_response_run5,tomato,wound_response,0.20836115,1,3
1860,tomato_wound_response_run5,tomato,wound_response,0.6657725,1,3
1976,tomato_wound_response_run5,tomato,wound_response,0.96205664,1,3
2093,tomato_wound_response_run5,tomato,wound_response,0.75029373,1,3
2209,tomato_wound_response_run5,tomato,wound_response,0.06381825,1,3
2325,tomato_wound_response_run5,tomato,wound_response,0.48791134,1,3
2441,tomato_wound_response_run5,tomato,wound_response,0.6520269,1,3
2558,tomato_wound_response_run5,tomato,wound_response,0.46561968,1,3
2674,tomato_wound_response_run5,tomato,wound_response,1.097559,1,3
2790,tomato_wound_response_run5,tomato,wound_response,0.72051126,1,3
2906,tomato_wound_response_run5,tomato,wound_response,0.5444366,1,3
3023,tomato_wound_response_run5,tomato,wound_response,0.92526686,1,3
3139,tomato_wound_response_run5,tomato,wound_response,1.0075914,1,3
3255,tomato_wound_response_run5,tomato,wound_response,0.30497187,1,3
3372,tomato_wound_response_run5,tomato,wound_response,0.5881201,1,3
3488,tomato_wound_response_run5,tomato,wound_response,0.73595124,1,3
3604,tomato_wound_response_run5,tomato,wound_response,0.57810795,1,3
3720,tomato_wound_response_run5,tomato,wound_response,0.6983288,1,3
3837,tomato_wound_response_run5,tomato,wound_response,0.61752844,1,3
3953,tomato_wound_response_run5,tomato,wound_response,0.9256417,1,3
4069,tomato_wound_response_run5,tomato,wound_response,-0.03975564,1,3
4186,tomato_wound_response_run5,tomato,wound_response,0.31275633,1,3
4302,tomato_wound_response_run5,tomato,wound_response,-0.0672124,1,3
4418,tomato_wound_response_run5,tomato,wound_response,0.8896011,1,3
4534,tomato_wound_response_run5,tomato,wound_response,0.2630101,1,3
4651,tomato_wound_response_run5,tomato,wound_response,0.38444003,1,3
4767,tomato_wound_response_run5,tomato,wound_response,0.27748236,1,3
4883,tomato_wound_response_run5,tomato,wound_response,0.47853336,1,3
5000,tomato_wound_response_run5,tomato,wound_response,0.9364197,1,3
5116,tomato_wound_response_run5,tomato,wound_response,0.22490509,1,3
5232,tomato_wound_response_run5,tomato,wound_response,0.40899828,1,3
5348,tomato_wound_response_run5,tomato,wound_response,0.6709874,1,3
5465,tomato_wound_response_run5,tomato,wound_response,0.21360318,1,3
5581,tomato_wound_response_run5,tomato,wound_response,0.8281583,1,3
5697,tomato_wound_response_run5,tomato,wound_response,0.3878871,1,3
5813,tomato_wound_response_run5,tomato,wound_response,0.85502297,1,3
5930,tomato_wound_response_run5,tomato,wound_response,0.7072468,1,3
6046,tomato_wound_response_run5,tomato,wound_response,0.8337395,1,3
6162,tomato_wound_response_run5,tomato,wound_response,0.73925114,1,3
6279,tomato_wound_response_run5,tomato,wound_response,0.5111355,1,3
6395,tomato_wound_response_run5,tomato,wound_response,0.23785381,1,3
6511,tomato_wound_response_run5,tomato,wound_response,1.0081091,1,3
6627,tomato_wound_response_run5,tomato,wound_response,0.09785553,1,3
6744,tomato_wound_response_run5,tomato,wound_response,0.53030807,1,3
6860,tomato_wound_response_run5,tomato,wound_response,0.67194635,1,3
6976,tomato_wound_response_run5,tomato,wound_response,1.1383482,1,3
7093,tomato_wound_response_run5,tomato,wound_response,0.03346948,1,3
7209,tomato_wound_response_run5,tomato,wound_response,0.6251901,1,3
7325,tomato_wound_response_run5,tomato,wound_response,0.030065099,1,3
7441,tomato_wound_response_run5,tomato,wound_response,0.6462899,1,3
7558,tomato_wound_response_run5,tomato,wound_response,0.44484982,1,3
7674,tomato_wound_response_run5,tomato,wound_response,0.21108194,1,3
7790,tomato_wound_response_run5,tomato,wound_response,0.38327304,1,3
7906,tomato_wound_response_run5,tomato,wound_response,0.45707586,1,3
8023,tomato_wound_response_run5,tomato,wound_response,0.7530311,1,3
8139,tomato_wound_response_run5,tomato,wound_response,1.1940665,1,3
8255,tomato_wound_response_run5,tomato,wound_response,0.090909325,1,3
8372,tomato_wound_response_run5,tomato,wound_response,0.37220812,1,3
8488,tomato_wound_response_run5,tomato,wound_response,0.60645163,1,3
8604,tomato_wound_response_run5,tomato,wound_response,0.47591814,1,3
8720,tomato_wound_response_run5,tomato,wound_response,0.024413355,1,3
8837,tomato_wound_response_run5,tomato,wound_response,0.606113,1,3
8953,tomato_wound_response_run5,tomato,wound_response,0.7128981,1,3
9069,tomato_wound_response_run5,tomato,wound_response,-0.0065247393,1,3
9186,tomato_wound_response_run5,tomato,wound_response,0.6804379,1,3
9302,tomato_wound_response_run5,tomato,wound_response,0.93576276,1,3
9418,tomato_wound_response_run5,tomato,wound_response,1.2087821,1,3
9534,tomato_wound_response_run5,tomato,wound_response,0.7415828,1,3
9651,tomato_wound_response_run5,tomato,wound_response,1.3748503,1,3
9767,tomato_wound_response_run5,tomato,wound_response,0.18343781,1,3
9883,tomato_wound_response_run5,tomato,wound_response,1.027988,1,3
10000,tomato_wound_response_run5,tomato,wound_response,1.1111939,1,3
10116,tomato_wound_response_run5,tomato,wound_response,1.1083807,1,3
10232,tomato_wound_response_run5,tomato,wound_response,1.0439842,1,3
10348,tomato_wound_response_run5,tomato,wound_response,-0.066625394,1,3
10465,tomato_wound_response_run5,tomato,wound_response,0.86657894,1,3
10581,tomato_wound_response_run5,tomato,wound_response,0.72996026,1,3
10697,tomato_wound_response_run5,tomato,wound_response,0.964745,1,3
10813,tomato_wound_response_run5,tomato,wound_response,0.78111774,1,3
10930,tomato_wound_response_run5,tomato,wound_response,0.40790895,1,3
11046,tomato_wound_response_run5,tomato,wound_response,0.43201157,1,3
11162,tomato_wound_response_run5,tomato,wound_response,0.54496473,1,3
11279,tomato_wound_response_run5,tomato,wound_response,0.21790792,1,3
11395,tomato_wound_response_run5,tomato,wound_response,0.50877696,1,3
11511,tomato_wound_response_run5,tomato,wound_response,0.4376064,1,3
11627,tomato_wound_response_run5,tomato,wound_response,0.71011376,1,3
11744,tomato_wound_response_run5,tomato,wound_response,0.64168227,1,3
11860,tomato_wound_response_run5,tomato,wound_response,0.69213307,1,3
11976,tomato_wound_response_run5,tomato,wound_response,0.24774793,1,3
12093,tomato_wound_response_run5,tomato,wound_response,0.34531662,1,3
12209,tomato_wound_response_run5,tomato,wound_response,0.80920976,1,3
12325,tomato_wound_response_run5,tomato,wound_response,0.2217058,1,3
12441,tomato_wound_response_run5,tomato,wound_response,0.49809232,1,3
12558,tomato_wound_response_run5,tomato,wound_response,0.7163541,1,3
12674,tomato_wound_response_run5,tomato,wound_response,0.87573373,1,3
12790,tomato_wound_response_run5,tomato,wound_response,0.8370385,1,3
12906,tomato_wound_response_run5,tomato,wound_response,0.19117065,1,3
13023,tomato_wound_response_run5,tomato,wound_response,0.12093807,1,3
13139,tomato_wound_response_run5,tomato,wound_response,0.16275673,1,3
13255,tomato_wound_response_run5,tomato,wound_response,-0.027286123,1,3
13372,tomato_wound_response_run5,tomato,wound_response,0.7615946,1,3
13488,tomato_wound_response_run5,tomato,wound_response,0.5933755,1,3
13604,tomato_wound_response_run5,tomato,wound_response,0.866059,1,3
13720,tomato_wound_response_run5,tomato,wound_response,0.1554596,1,3
13837,tomato_wound_response_run5,tomato,wound_response,0.40211475,1,3
13953,tomato_wound_response_run5,tomato,wound_response,0.71290725,1,3
14069,tomato_wound_response_run5,tomato,wound_response,0.67694104,1,3
14186,tomato_wound_response_run5,tomato,wound_response,0.90839845,1,3
14302,tomato_wound_response_run5,tomato,wound_response,0.1867189,1,3
14418,tomato_wound_response_run5,tomato,wound_response,0.6471893,1,3
14534,tomato_wound_response_run5,tomato,wound_response,0.5300728,1,3
14651,tomato_wound_response_run5,tomato,wound_response,0.7179589,1,3
14767,tomato_wound_response_run5,tomato,wound_response,0.7420799,1,3
14883,tomato_wound_response_run5,tomato,wound_response,0.76410514,1,3
15000,tomato_wound_response_run5,tomato,wound_response,0.57682025,1,3
15116,tomato_wound_response_run5,tomato,wound_response,0.19548476,1,3
15232,tomato_wound_response_run5,tomato,wound_response,1.1904364,1,3
15348,tomato_wound_response_run5,tomato,wound_response,0.7131389,1,3
15465,tomato_wound_response_run5,tomato,wound_response,0.19384098,1,3
15581,tomato_wound_response_run5,tomato,wound_response,0.5366609,1,3
15697,tomato_wound_response_run5,tomato,wound_response,0.84141517,1,3
15813,tomato_wound_response_run5,tomato,wound_response,0.49422514,1,3
15930,tomato_wound_response_run5,tomato,wound_response,0.44566157,1,3
16046,tomato_wound_response_run5,tomato,wound_response,0.091904916,1,3
16162,tomato_wound_response_run5,tomato,wound_response,0.5589701,1,3
16279,tomato_wound_response_run5,tomato,wound_response,0.2697216,1,3
16395,tomato_wound_response_run5,tomato,wound_response,0.50931215,1,3
16511,tomato_wound_response_run5,tomato,wound_response,0.54155976,1,3
16627,tomato_wound_response_run5,tomato,wound_response,0.6135989,1,3
16744,tomato_wound_response_run5,tomato,wound_response,0.81427264,1,3
16860,tomato_wound_response_run5,tomato,wound_response,0.2562375,1,3
16976,tomato_wound_response_run5,tomato,wound_response,0.63342834,1,3
17093,tomato_wound_response_run5,tomato,wound_response,0.49300358,1,3
17209,tomato_wound_response_run5,tomato,wound_response,0.3375854,1,3
17325,tomato_wound_response_run5,tomato,wound_response,0.6470435,1,3
17441,tomato_wound_response_run5,tomato,wound_response,0.49649027,1,3
17558,tomato_wound_response_run5,tomato,wound_response,0.6610352,1,3
17674,tomato_wound_response_run5,tomato,wound_response,0.3701051,1,3
17790,tomato_wound_response_run5,tomato,wound_response,0.22871518,1,3
17906,tomato_wound_response_run5,tomato,wound_response,-0.023235584,1,3
18023,tomato_wound_response_run5,tomato,wound_response,0.1846229,1,3
18139,tomato_wound_response_run5,tomato,wound_response,0.43977728,1,3
18255,tomato_wound_response_run5,tomato,wound_response,0.100250535,1,3
18372,tomato_wound_response_run5,tomato,wound_response,0.8038924,1,3
18488,tomato_wound_response_run5,tomato,wound_response,0.16305773,1,3
18604,tomato_wound_response_run5,tomato,wound_response,0.47163028,1,3
18720,tomato_wound_response_run5,tomato,wound_response,0.4166402,1,3
18837,tomato_wound_response_run5,tomato,wound_response,0.56347966,1,3
18953,tomato_wound_response_run5,tomato,wound_response,0.2707833,1,3
19069,tomato_wound_response_run5,tomato,wound_response,0.10543642,1,3
19186,tomato_wound_response_run5,tomato,wound_response,0.18004307,1,3
19302,tomato_wound_response_run5,tomato,wound_response,0.76107746,1,3
19418,tomato_wound_response_run5,tomato,wound_response,0.57957536,1,3
19534,tomato_wound_response_run5,tomato,wound_response,0.84097195,1,3
19651,tomato_wound_response_run5,tomato,wound_response,1.0087292,1,3
19767,tomato_wound_response_run5,tomato,wound_response,-0.087433875,1,3
19883,tomato_wound_response_run5,tomato,wound_response,0.42093167,1,3
