timestamp_ms,session_id,species,stress_state,voltage_mv,species_label,stress_label
0,aloe_water_stress_run4,aloe,water_stress,0.3715423,2,1
116,aloe_water_stress_run4,aloe,water_stress,0.84488463,2,1
232,aloe_water_stress_run4,aloe,water_stress,0.89291346,2,1
348,aloe_water_stress_run4,aloe,water_stress,0.61684936,2,1
465,aloe_water_stress_run4,aloe,water_stress,0.22726293,2,1
581,aloe_water_stress_run4,aloe,water_stress,0.20446132,2,1
697,aloe_water_stress_run4,aloe,water_stress,0.02047055,2,1
813,aloe_water_stress_run4,aloe,water_stress,0.6794183,2,1
930,aloe_water_stress_run4,aloe,water_stress,0.82699215,2,1
1046,aloe_water_stress_run4,aloe,water_stress,0.44923478,2,1
1162,aloe_water_stress_run4,aloe,water_stress,0.15894532,2,1
1279,aloe_water_stress_run4,aloe,water_stress,0.75421786,2,1
1395,aloe_water_stress_run4,aloe,water_stress,0.33206564,2,1
1511,aloe_water_stress_run4,aloe,water_stress,0.55478156,2,1
1627,aloe_water_stress_run4,aloe,water_stress,0.0052397763,2,1
1744,aloe_water_stress_run4,aloe,water_stress,0.56839174,2,1
1860,aloe_water_stress_run4,aloe,water_stress,0.59575725,2,1
1976,aloe_water_stress_run4,aloe,water_stress,0.5257687,2,1
2093,aloe_water_stress_run4,aloe,water_stress,0.34528208,2,1
2209,aloe_water_stress_run4,aloe,water_stress,0.31132355,2,1
2325,aloe_water_stress_run4,aloe,water_stress,0.19448665,2,1
2441,aloe_water_stress_run4,aloe,water_stress,0.7243738,2,1
2558,aloe_water_stress_run4,aloe,water_stress,0.13321443,2,1
2674,aloe_water_stress_run4,aloe,water_stress,0.20940025,2,1
2790,aloe_water_stress_run4,aloe,water_stress,0.4565789,2,1
2906,aloe_water_stress_run4,aloe,water_stress,0.5007554,2,1
3023,aloe_water_stress_run4,aloe,water_stress,0.41854027,2,1
3139,aloe_water_stress_run4,aloe,water_stress,0.6181534,2,1
3255,aloe_water_stress_run4,aloe,water_stress,0.63449055,2,1
3372,aloe_water_stress_run4,aloe,water_stress,0.46449617,2,1
3488,aloe_water_stress_run4,aloe,water_stress,0.4717359,2,1
3604,aloe_water_stress_run4,aloe,water_stress,0.3934635,2,1
3720,aloe_water_stress_run4,aloe,water_stress,0.4762015,2,1
3837,aloe_water_stress_run4,aloe,water_stress,0.4528234,2,1
3953,aloe_water_stress_run4,aloe,water_stress,0.2735585,2,1
4069,aloe_water_stress_run4,aloe,water_stress,1.0547321,2,1
4186,aloe_water_stress_run4,aloe,water_stress,0.41356087,2,1
4302,aloe_water_stress_run4,aloe,water_stress,0.16912758,2,1
4418,aloe_water_stress_run4,aloe,water_stress,0.8539667,2,1
4534,aloe_water_stress_run4,aloe,water_stress,0.5389048,2,1
4651,aloe_water_stress_run4,aloe,water_stress,0.9766049,2,1
4767,aloe_water_stress_run4,aloe,water_stress,0.46426162,2,1
4883,aloe_water_stress_run4,aloe,water_stress,0.82669765,2,1
5000,aloe_water_stress_run4,aloe,water_stress,0.47986716,2,1
5116,aloe_water_stress_run4,aloe,water_stress,0.7705154,2,1
5232,aloe_water_stress_run4,aloe,water_stress,0.42393166,2,1
5348,aloe_water_stress_run4,aloe,water_stress,0.3734621,2,1
5465,aloe_water_stress_run4,aloe,water_stress,0.40254033,2,1
5581,aloe_water_stress_run4,aloe,water_stress,0.30096245,2,1
5697,aloe_water_stress_run4,aloe,water_stress,0.6008371,2,1
5813,aloe_water_stress_run4,aloe,water_stress,0.50088626,2,1
5930,aloe_water_stress_run4,aloe,water_stress,0.7626504,2,1
6046,aloe_water_stress_run4,aloe,water_stress,0.5651232,2,1
6162,aloe_water_stress_run4,aloe,water_stress,0.4746221,2,1
6279,aloe_water_stress_run4,aloe,water_stress,0.46791756,2,1
6395,aloe_water_stress_run4,aloe,water_stress,0.43037814,2,1
6511,aloe_water_stress_run4,aloe,water_stress,0.54682297,2,1
6627,aloe_water_stress_run4,aloe,water_stress,0.16812885,2,1
6744,aloe_water_stress_run4,aloe,water_stress,0.782777,2,1
6860,aloe_water_stress_run4,aloe,water_stress,0.6157945,2,1
6976,aloe_water_stress_run4,aloe,water_stress,0.48044124,2,1
7093,aloe_water_stress_run4,aloe,water_stress,0.5394581,2,1
7209,aloe_water_stress_run4,aloe,water_stress,0.14022952,2,1
7325,aloe_water_stress_run4,aloe,water_stress,0.72980565,2,1
7441,aloe_water_stress_run4,aloe,water_stress,0.93047315,2,1
7558,aloe_water_stress_run4,aloe,water_stress,0.055687238,2,1
7674,aloe_water_stress_run4,aloe,water_stress,0.5408445,2,1
7790,aloe_water_stress_run4,aloe,water_stress,1.125732,2,1
7906,aloe_water_stress_run4,aloe,water_stress,0.57329607,2,1
8023,aloe_water_stress_run4,aloe,water_stress,-0.15672612,2,1
8139,aloe_water_stress_run4,aloe,water_stress,0.8248047,2,1
8255,aloe_water_stress_run4,aloe,water_stress,0.25584176,2,1
8372,aloe_water_stress_run4,aloe,water_stress,0.6232763,2,1
8488,aloe_water_stress_run4,aloe,water_stress,0.8788714,2,1
8604,aloe_water_stress_run4,aloe,water_stress,0.031001722,2,1
8720,aloe_water_stress_run4,aloe,water_stress,0.68799436,2,1
8837,aloe_water_stress_run4,aloe,water_stress,0.68843776,2,1
8953,aloe_water_stress_run4,aloe,water_stress,0.046287067,2,1
9069,aloe_water_stress_run4,aloe,water_stress,0.23562102,2,1
9186,aloe_water_stress_run4,aloe,water_stress,0.60622746,2,1
9302,aloe_water_stress_run4,aloe,water_stress,0.3360881,2,1
9418,aloe_water_stress_run4,aloe,water_stress,0.6436929,2,1
9534,aloe_water_stress_run4,aloe,water_stress,0.9564126,2,1
9651,aloe_water_stress_run4,aloe,water_stress,0.5195194,2,1
9767,aloe_water_stress_run4,aloe,water_stress,0.2350112,2,1
9883,aloe_water_stress_run4,aloe,water_stress,0.714061,2,1
