timestamp_ms,session_id,species,stress_state,voltage_mv,species_label,stress_label
0,aloe_heat_stress_run4,aloe,heat_stress,0.7347079,2,2
116,aloe_heat_stress_run4,aloe,heat_stress,0.28752688,2,2
232,aloe_heat_stress_run4,aloe,heat_stress,0.13937433,2,2
348,aloe_heat_stress_run4,aloe,heat_stress,1.3530767,2,2
465,aloe_heat_stress_run4,aloe,heat_stress,0.6263177,2,2
581,aloe_heat_stress_run4,aloe,heat_stress,0.8891396,2,2
697,aloe_heat_stress_run4,aloe,heat_stress,1.1308997,2,2
813,aloe_heat_stress_run4,aloe,heat_stress,0.74148965,2,2
930,aloe_heat_stress_run4,aloe,heat_stress,0.91877246,2,2
1046,aloe_heat_stress_run4,aloe,heat_stress,0.6403227,2,2
1162,aloe_heat_stress_run4,aloe,heat_stress,0.35311136,2,2
1279,aloe_heat_stress_run4,aloe,heat_stress,0.63856536,2,2
1395,aloe_heat_stress_run4,aloe,heat_stress,1.0033969,2,2
1511,aloe_heat_stress_run4,aloe,heat_stress,0.76406556,2,2
1627,aloe_heat_stress_run4,aloe,heat_stress,0.90893817,2,2
1744,aloe_heat_stress_run4,aloe,heat_stress,0.50882596,2,2
1860,aloe_heat_stress_run4,aloe,heat_stress,1.2654811,2,2
1976,aloe_heat_stress_run4,aloe,heat_stress,1.0352391,2,2
2093,aloe_heat_stress_run4,aloe,heat_stress,0.6502621,2,2
2209,aloe_heat_stress_run4,aloe,heat_stress,1.15919,2,2
2325,aloe_heat_stress_run4,aloe,heat_stress,0.27882355,2,2
2441,aloe_heat_stress_run4,aloe,heat_stress,1.7048832,2,2
2558,aloe_heat_stress_run4,aloe,heat_stress,0.71776974,2,2
2674,aloe_heat_stress_run4,aloe,heat_stress,0.8214447,2,2
2790,aloe_heat_stress_run4,aloe,heat_stress,1.0619987,2,2
2906,aloe_heat_stress_run4,aloe,heat_stress,0.12199172,2,2
3023,aloe_heat_stress_run4,aloe,heat_stress,0.8526225,2,2
3139,aloe_heat_stress_run4,aloe,heat_stress,1.1862129,2,2
3255,aloe_heat_stress_run4,aloe,heat_stress,0.55610776,2,2
3372,aloe_heat_stress_run4,aloe,heat_stress,0.45068523,2,2
3488,aloe_heat_stress_run4,aloe,heat_stress,0.747739,2,2
3604,aloe_heat_stress_run4,aloe,heat_stress,0.26542014,2,2
3720,aloe_heat_stress_run4,aloe,heat_stress,1.0765989,2,2
3837,aloe_heat_stress_run4,aloe,heat_stress,0.53496444,2,2
3953,aloe_heat_stress_run4,aloe,heat_stress,0.5096677,2,2
4069,aloe_heat_stress_run4,aloe,heat_stress,1.1398054,2,2
4186,aloe_heat_stress_run4,aloe,heat_stress,0.3164554,2,2
4302,aloe_heat_stress_run4,aloe,heat_stress,0.7321931,2,2
4418,aloe_heat_stress_run4,aloe,heat_stress,0.7646353,2,2
4534,aloe_heat_stress_run4,aloe,heat_stress,0.8757182,2,2
4651,aloe_heat_stress_run4,aloe,heat_stress,0.477222,2,2
4767,aloe_heat_stress_run4,aloe,heat_stress,0.7055009,2,2
4883,aloe_heat_stress_run4,aloe,heat_stress,0.93731564,2,2
5000,aloe_heat_stress_run4,aloe,heat_stress,1.1056031,2,2
5116,aloe_heat_stress_run4,aloe,heat_stress,0.65659803,2,2
5232,aloe_heat_stress_run4,aloe,heat_stress,0.77561665,2,2
5348,aloe_heat_stress_run4,aloe,heat_stress,1.0316601,2,2
5465,aloe_heat_stress_run4,aloe,heat_stress,-0.1291872,2,2
5581,aloe_heat_stress_run4,aloe,heat_stress,1.034089,2,2
5697,aloe_heat_stress_run4,aloe,heat_stress,0.8026093,2,2
5813,aloe_heat_stress_run4,aloe,heat_stress,0.8041801,2,2
5930,aloe_heat_stress_run4,aloe,heat_stress,0.5755148,2,2
6046,aloe_heat_stress_run4,aloe,heat_stress,0.80791473,2,2
6162,aloe_heat_stress_run4,aloe,heat_stress,0.8120757,2,2
6279,aloe_heat_stress_run4,aloe,heat_stress,0.78355813,2,2
6395,aloe_heat_stress_run4,aloe,heat_stress,0.6308186,2,2
6511,aloe_heat_stress_run4,aloe,heat_stress,0.6495166,2,2
6627,aloe_heat_stress_run4,aloe,heat_stress,0.09022008,2,2
6744,aloe_heat_stress_run4,aloe,heat_stress,1.0355642,2,2
6860,aloe_heat_stress_run4,aloe,heat_stress,0.88639057,2,2
6976,aloe_heat_stress_run4,aloe,heat_stress,1.2578573,2,2
7093,aloe_heat_stress_run4,aloe,heat_stress,0.75438035,2,2
7209,aloe_heat_stress_run4,aloe,heat_stress,0.45299393,2,2
7325,aloe_heat_stress_run4,aloe,heat_stress,0.5480742,2,2
7441,aloe_heat_stress_run4,aloe,heat_stress,0.69478416,2,2
7558,aloe_heat_stress_run4,aloe,heat_stress,1.3991293,2,2
7674,aloe_heat_stress_run4,aloe,heat_stress,0.5664125,2,2
7790,aloe_heat_stress_run4,aloe,heat_stress,1.1893822,2,2
7906,aloe_heat_stress_run4,aloe,heat_stress,0.7849936,2,2
8023,aloe_heat_stress_run4,aloe,heat_stress,0.6160943,2,2
8139,aloe_heat_stress_run4,aloe,heat_stress,1.1642375,2,2
8255,aloe_heat_stress_run4,aloe,heat_stress,0.7813135,2,2
8372,aloe_heat_stress_run4,aloe,heat_stress,0.3684173,2,2
8488,aloe_heat_stress_run4,aloe,heat_stress,0.07161181,2,2
8604,aloe_heat_stress_run4,aloe,heat_stress,0.678469,2,2
8720,aloe_heat_stress_run4,aloe,heat_stress,0.47097766,2,2
8837,aloe_heat_stress_run4,aloe,heat_stress,0.35719436,2,2
8953,aloe_heat_stress_run4,aloe,heat_stress,1.1523585,2,2
9069,aloe_heat_stress_run4,aloe,heat_stress,0.38732976,2,2
9186,aloe_heat_stress_run4,aloe,heat_stress,0.23112859,2,2
9302,aloe_heat_stress_run4,aloe,heat_stress,0.7225324,2,2
9418,aloe_heat_stress_run4,aloe,heat_stress,1.0229458,2,2
9534,aloe_heat_stress_run4,aloe,heat_stress,0.45963603,2,2
9651,aloe_heat_stress_run4,aloe,heat_stress,0.78857285,2,2
9767,aloe_heat_stress_run4,aloe,heat_stress,0.74276197,2,2
